account	slot	sut_id	target_module	run_id	rep	status	generation_output_nonempty	line_pct	branch_pct	mutation_score_pct	status_json
account2	1	PySnooper_3f	pysnooper	1	1	pytest_raw_fail	true				/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account2/PySnooper_3f/run_0001/0001-1/metrics/status.json
account2	2	PySnooper_3f	pysnooper	2	2	pytest_raw_fail	true				/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account2/PySnooper_3f/run_0002/0001-1/metrics/status.json
account2	3	PySnooper_3f	pysnooper	3	3	pytest_raw_fail	true				/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account2/PySnooper_3f/run_0003/0001-1/metrics/status.json
account2	4	PySnooper_3f	pysnooper	4	4	pytest_raw_fail	true				/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account2/PySnooper_3f/run_0004/0001-1/metrics/status.json
account2	5	PySnooper_3f	pysnooper	5	5	pytest_raw_fail	true				/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account2/PySnooper_3f/run_0005/0001-1/metrics/status.json
account2	6	black_2f	blib2to3.pgen2.token	6	1	ok	true	100.0	100.0	100.0	/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account2/black_2f/run_0006/0001-1/metrics/status.json
account2	7	black_2f	blib2to3.pgen2.token	7	2	ok	true	100.0	100.0	100.0	/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account2/black_2f/run_0007/0001-1/metrics/status.json
account2	8	black_2f	blib2to3.pgen2.token	8	3	ok	true	100.0	100.0	100.0	/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account2/black_2f/run_0008/0001-1/metrics/status.json
account2	9	black_2f	blib2to3.pgen2.token	9	4	ok	true	100.0	100.0	100.0	/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account2/black_2f/run_0009/0001-1/metrics/status.json
account2	10	black_2f	blib2to3.pgen2.token	10	5	ok	true	100.0	100.0	100.0	/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account2/black_2f/run_0010/0001-1/metrics/status.json
account2	11	cookiecutter_3f	cookiecutter.log	11	1	pytest_raw_fail	true				/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account2/cookiecutter_3f/run_0011/0001-1/metrics/status.json
account2	12	cookiecutter_3f	cookiecutter.log	12	2	pytest_raw_fail	true				/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account2/cookiecutter_3f/run_0012/0001-1/metrics/status.json
account2	13	cookiecutter_3f	cookiecutter.log	13	3	ok	true	100.0	100.0	100.0	/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account2/cookiecutter_3f/run_0013/0001-1/metrics/status.json
account2	14	cookiecutter_3f	cookiecutter.log	14	4	ok	true	100.0	100.0	100.0	/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account2/cookiecutter_3f/run_0014/0001-1/metrics/status.json
account2	15	cookiecutter_3f	cookiecutter.log	15	5	pytest_raw_fail	true				/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account2/cookiecutter_3f/run_0015/0001-1/metrics/status.json
account2	16	matplotlib_16f	matplotlib.cbook	16	1	pytest_raw_fail	true				/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account2/matplotlib_16f/run_0016/0001-1/metrics/status.json
